kepid,teff,radius,ra,dec,kmag,koi_time0bk,koi_impact,koi_period,koi_duration,koi_disposition
10396701,5350,0.875,288.29352,47.58099,13.382,0,0,0,0,NEGATIVE
10424228,6898,1.842,298.46017,47.53751,11.802,0,0,0,0,NEGATIVE
10424339,5760,1.18,298.49655,47.524792,13.047,0,0,0,0,NEGATIVE
10424362,6053,2.27,298.50388,47.516811,11.325,0,0,0,0,NEGATIVE
10424366,4824,0.677,298.50427,47.541771,12.838,0,0,0,0,NEGATIVE
10424379,5189,10.421,298.50842,47.538521,10.393,0,0,0,0,NEGATIVE
10424420,4132,0.545,298.51895,47.502602,13.15,0,0,0,0,NEGATIVE
10424541,4748,0.657,298.54596,47.55661,13.46,0,0,0,0,NEGATIVE
10424560,5820,0.881,298.55072,47.58588,13.776,0,0,0,0,NEGATIVE
10424632,6587,1.672,298.57016,47.528011,12.482,0,0,0,0,NEGATIVE
10424656,4002,0.516,298.57852,47.510712,12.234,0,0,0,0,NEGATIVE
10424676,3564,1.127,298.58646,47.535099,13.124,0,0,0,0,NEGATIVE
10424717,6335,1.605,298.59741,47.568241,11.987,0,0,0,0,NEGATIVE
10424750,5851,1.088,298.60498,47.502541,12.084,0,0,0,0,NEGATIVE
10424775,6410,1.111,298.61392,47.533501,12.526,0,0,0,0,NEGATIVE
10424786,5906,1.083,298.61798,47.532532,13.001,0,0,0,0,NEGATIVE
10424789,5972,1.016,298.61874,47.567959,13.312,0,0,0,0,NEGATIVE
10424827,5089,0.757,298.62735,47.541889,13.427,0,0,0,0,NEGATIVE
10424835,4850,9.03,298.63147,47.58839,10.366,0,0,0,0,NEGATIVE
10424863,5780,1.0,298.63553,47.507366,12.486,0,0,0,0,NEGATIVE
10424880,4484,0.791,298.63794,47.508781,13.294,0,0,0,0,NEGATIVE
10424904,6013,1.018,298.6441,47.598808,13.351,0,0,0,0,NEGATIVE
10424948,5780,1.0,298.65372,47.584675,11.682,0,0,0,0,NEGATIVE
10424951,6674,1.224,298.65427,47.513359,11.494,0,0,0,0,NEGATIVE
10424977,7036,1.774,298.66455,47.570992,12.084,0,0,0,0,NEGATIVE
10424985,4743,0.656,298.6673,47.57719,13.14,0,0,0,0,NEGATIVE
10425035,5780,1.0,298.67908,47.541992,11.007,0,0,0,0,NEGATIVE
10425070,5639,0.834,298.68832,47.513821,13.245,0,0,0,0,NEGATIVE
10425106,6083,2.494,298.69983,47.549068,12.187,0,0,0,0,NEGATIVE
10425140,6309,1.06,298.70645,47.514462,13.3,0,0,0,0,NEGATIVE
10425177,6402,1.102,298.71503,47.527409,14.009,0,0,0,0,NEGATIVE
10425215,6230,1.025,298.72549,47.532429,14.094,0,0,0,0,NEGATIVE
10425259,6060,1.636,298.73743,47.512459,12.148,0,0,0,0,NEGATIVE
10425286,6194,1.011,298.74371,47.507832,13.041,0,0,0,0,NEGATIVE
10425332,5853,0.886,298.75391,47.526031,13.153,0,0,0,0,NEGATIVE
10425397,5780,1.0,298.77167,47.541,4.507,0,0,0,0,NEGATIVE
10425412,3803,0.492,298.77405,47.50843,11.665,0,0,0,0,NEGATIVE
10425426,5945,0.918,298.7775,47.51783,12.926,0,0,0,0,NEGATIVE
10425444,4886,0.694,298.78372,47.532188,13.127,0,0,0,0,NEGATIVE
10425456,5089,10.796,298.78699,47.58625,11.324,0,0,0,0,NEGATIVE
10425482,5736,1.059,298.79129,47.520962,12.518,0,0,0,0,NEGATIVE
10425520,6337,1.136,298.79926,47.545811,12.1,0,0,0,0,NEGATIVE
10425568,6074,0.961,298.81268,47.563179,13.438,0,0,0,0,NEGATIVE
10425588,5208,3.161,298.81583,47.51387,11.293,0,0,0,0,NEGATIVE
10425615,7685,3.333,298.82654,47.51104,11.581,0,0,0,0,NEGATIVE
10425638,4222,0.548,298.83432,47.57439,12.776,0,0,0,0,NEGATIVE
10425763,5715,1.407,298.86911,47.50956,11.59,0,0,0,0,NEGATIVE
10425836,5418,1.551,298.89502,47.538738,10.402,0,0,0,0,NEGATIVE
10426054,5204,0.8,298.95007,47.53783,13.369,0,0,0,0,NEGATIVE
10426071,6497,1.145,298.95343,47.58905,13.372,0,0,0,0,NEGATIVE
10470042,5370,0.76,291.75537,47.672722,12.594,0,0,0,0,NEGATIVE
10470045,6171,1.002,291.75656,47.652618,12.99,0,0,0,0,NEGATIVE
10470053,5625,1.05,291.76208,47.609112,11.242,0,0,0,0,NEGATIVE
10470078,5780,1.0,291.77301,47.632118,11.816,0,0,0,0,NEGATIVE
10470099,5780,1.0,291.78064,47.67762,11.758,0,0,0,0,NEGATIVE
10470104,5456,0.794,291.78171,47.64566,13.111,0,0,0,0,NEGATIVE
10470116,5063,0.689,291.78586,47.60141,13.463,0,0,0,0,NEGATIVE
10470126,6216,1.491,291.79138,47.698929,12.348,0,0,0,0,NEGATIVE
10470130,5780,1.0,291.79315,47.691193,11.407,0,0,0,0,NEGATIVE
10470133,4615,0.878,291.79419,47.628288,13.554,0,0,0,0,NEGATIVE
10470152,5398,0.767,291.80347,47.62001,12.171,0,0,0,0,NEGATIVE
10470206,6533,1.615,291.81857,47.675282,11.821,0,0,0,0,NEGATIVE
10470250,5503,0.818,291.83157,47.654629,12.375,0,0,0,0,NEGATIVE
10470261,4166,0.594,291.83542,47.60051,13.516,0,0,0,0,NEGATIVE
10470282,6302,1.429,291.84344,47.685951,11.51,0,0,0,0,NEGATIVE
10470288,6070,1.005,291.84622,47.668011,13.723,0,0,0,0,NEGATIVE
10470294,7199,4.273,291.84979,47.697079,9.978,0,0,0,0,NEGATIVE
10470309,6453,1.331,291.85522,47.696991,11.472,0,0,0,0,NEGATIVE
10470325,5752,0.891,291.86008,47.602211,11.906,0,0,0,0,NEGATIVE
10470371,5370,0.796,291.87698,47.663109,13.703,0,0,0,0,NEGATIVE
10470373,6494,1.668,291.87714,47.60796,12.609,0,0,0,0,NEGATIVE
10470390,6201,1.474,291.87979,47.677689,12.095,0,0,0,0,NEGATIVE
10470589,4799,0.67,291.95532,47.63129,12.813,0,0,0,0,NEGATIVE
10470616,5780,1.0,291.96689,47.698456,11.323,0,0,0,0,NEGATIVE
10470619,6537,1.322,291.96759,47.69574,12.321,0,0,0,0,NEGATIVE
10470634,4877,19.865,291.97629,47.654491,8.823,0,0,0,0,NEGATIVE
10470678,6132,1.065,291.99426,47.680012,13.705,0,0,0,0,NEGATIVE
10470702,6275,1.387,292.00497,47.640121,13.349,0,0,0,0,NEGATIVE
10470779,6062,0.958,292.03522,47.684391,13.205,0,0,0,0,NEGATIVE
10470780,5895,1.126,292.03531,47.647221,13.368,0,0,0,0,NEGATIVE
10470792,6341,1.387,292.04034,47.618229,12.365,0,0,0,0,NEGATIVE
10470808,6011,1.141,292.04901,47.65699,13.797,0,0,0,0,NEGATIVE
10470813,5723,0.972,292.05029,47.614571,13.855,0,0,0,0,NEGATIVE
10470814,6044,0.952,292.05045,47.646099,13.973,0,0,0,0,NEGATIVE
10470826,5812,1.353,292.05719,47.63549,12.432,0,0,0,0,NEGATIVE
10470840,5780,1.0,292.0625,47.673302,12.443,0,0,0,0,NEGATIVE
10470882,5415,0.721,292.08099,47.613461,14.171,0,0,0,0,NEGATIVE
10470885,5839,0.882,292.08255,47.682072,13.422,0,0,0,0,NEGATIVE
10470935,4070,0.525,292.10565,47.627541,12.646,0,0,0,0,NEGATIVE
10470939,6263,1.19,292.1084,47.646011,11.593,0,0,0,0,NEGATIVE
10470968,6092,0.974,292.11392,47.666142,13.399,0,0,0,0,NEGATIVE
10470972,6424,1.209,292.11523,47.684639,12.95,0,0,0,0,NEGATIVE
10470977,5828,1.073,292.11685,47.614101,13.804,0,0,0,0,NEGATIVE
10470993,6336,1.089,292.12277,47.646069,13.248,0,0,0,0,NEGATIVE
10471005,5490,0.964,292.12784,47.614342,13.119,0,0,0,0,NEGATIVE
10471021,6719,1.531,292.13116,47.68961,12.129,0,0,0,0,NEGATIVE
10471044,6257,1.189,292.13855,47.629639,11.884,0,0,0,0,NEGATIVE
10471055,5861,0.796,292.14102,47.62624,13.498,0,0,0,0,NEGATIVE
10471090,6276,1.047,292.15829,47.67271,12.998,0,0,0,0,NEGATIVE
10471107,5772,0.864,292.164,47.69397,13.572,0,0,0,0,NEGATIVE
10513991,5780,1.0,280.9675,47.769623,14.129,0,0,0,0,NEGATIVE
10514049,6374,1.27,281.02414,47.776581,11.809,0,0,0,0,NEGATIVE
10514066,5285,0.807,281.03687,47.720951,14.006,0,0,0,0,NEGATIVE
10514084,5088,1.842,281.05109,47.779202,9.711,0,0,0,0,NEGATIVE
10514156,5789,0.916,281.09912,47.740311,12.521,0,0,0,0,NEGATIVE
10514169,5236,0.816,281.10614,47.741219,11.305,0,0,0,0,NEGATIVE
10514220,5460,0.821,281.1387,47.747318,12.406,0,0,0,0,NEGATIVE
10514223,5393,0.796,281.14172,47.709782,12.61,0,0,0,0,NEGATIVE
10514243,6150,1.011,281.15265,47.759171,13.101,0,0,0,0,NEGATIVE
10514274,6130,1.556,281.1734,47.730919,9.988,0,0,0,0,NEGATIVE
10514291,4841,0.681,281.18988,47.700169,11.201,0,0,0,0,NEGATIVE
10514317,5780,1.0,281.20316,47.761051,15.955,0,0,0,0,NEGATIVE
10514349,6579,1.448,281.22333,47.755371,14.031,0,0,0,0,NEGATIVE
10514352,4846,0.68,281.22711,47.728931,12.604,0,0,0,0,NEGATIVE
10514382,5173,0.738,281.24652,47.714161,12.769,0,0,0,0,NEGATIVE
10514424,5793,0.869,281.27179,47.743599,12.466,0,0,0,0,NEGATIVE
10514427,5127,7.458,281.2724,47.707359,9.728,0,0,0,0,NEGATIVE
10514429,5899,1.128,281.27295,47.774399,9.095,0,0,0,0,NEGATIVE
10514430,5860,1.099,281.2738,47.774399,9.008,0,0,0,0,NEGATIVE
10514455,5485,0.79,281.29358,47.7444,13.994,0,0,0,0,NEGATIVE
10514458,4562,25.857,281.2963,47.758999,8.807,0,0,0,0,NEGATIVE
10514529,4669,0.638,281.34552,47.778412,13.408,0,0,0,0,NEGATIVE
10514541,5927,0.909,281.35275,47.78606,12.976,0,0,0,0,NEGATIVE
10514546,6481,1.192,281.35526,47.7015,12.669,0,0,0,0,NEGATIVE
10514561,3927,0.594,281.36539,47.742882,13.802,0,0,0,0,NEGATIVE
10514577,5857,0.887,281.38071,47.751129,14.02,0,0,0,0,NEGATIVE
10514584,5161,0.782,281.384,47.791649,13.304,0,0,0,0,NEGATIVE
10514618,5421,0.796,281.40833,47.778839,13.919,0,0,0,0,NEGATIVE
10514620,6177,1.107,281.41061,47.739079,13.867,0,0,0,0,NEGATIVE
10514628,5444,0.821,281.41641,47.757259,13.917,0,0,0,0,NEGATIVE
10514636,5603,0.844,281.42361,47.77879,12.76,0,0,0,0,NEGATIVE
10514649,5655,0.999,281.4335,47.719601,10.602,0,0,0,0,NEGATIVE
10514656,4870,0.69,281.4371,47.752522,12.946,0,0,0,0,NEGATIVE
10514657,5288,0.839,281.43784,47.79554,11.872,0,0,0,0,NEGATIVE
10514687,5929,0.91,281.45676,47.717781,12.48,0,0,0,0,NEGATIVE
10514710,6320,1.254,281.47266,47.715439,13.738,0,0,0,0,NEGATIVE
10514730,5940,0.915,281.49048,47.709839,11.837,0,0,0,0,NEGATIVE
10514732,6331,12.166,281.49228,47.798229,10.347,0,0,0,0,NEGATIVE
10514769,5565,0.909,281.5228,47.75222,13.759,0,0,0,0,NEGATIVE
10514770,5353,0.863,281.5238,47.755341,13.334,0,0,0,0,NEGATIVE
10514814,6262,1.041,281.55063,47.799198,13.025,0,0,0,0,NEGATIVE
10514834,4958,0.713,281.56418,47.78508,12.756,0,0,0,0,NEGATIVE
10514848,6035,0.952,281.57678,47.712502,13.208,0,0,0,0,NEGATIVE
10514867,5911,0.919,281.59097,47.781769,13.008,0,0,0,0,NEGATIVE
10514897,5117,8.065,281.60934,47.726582,11.624,0,0,0,0,NEGATIVE
10514963,5374,0.674,281.65244,47.714939,14.0,0,0,0,0,NEGATIVE
10514966,6908,1.471,281.65585,47.711639,11.242,0,0,0,0,NEGATIVE
10515007,6169,1.0,281.69626,47.765549,13.404,0,0,0,0,NEGATIVE
10515127,6151,0.992,281.78476,47.763962,13.533,0,0,0,0,NEGATIVE
10396708,4902,0.698,288.29715,47.56004,12.573,0,0,0,0,NEGATIVE
10396723,5766,0.861,288.3049,47.539989,12.767,0,0,0,0,NEGATIVE
10396735,5167,0.744,288.31366,47.58284,13.648,0,0,0,0,NEGATIVE
10396755,5972,0.957,288.32526,47.566078,12.209,0,0,0,0,NEGATIVE
10396779,5753,0.858,288.33725,47.537319,13.747,0,0,0,0,NEGATIVE
10396812,5272,4.096,288.3533,47.592751,11.348,0,0,0,0,NEGATIVE
10396839,5250,4.887,288.36957,47.514042,11.728,0,0,0,0,NEGATIVE
10396863,5137,6.512,288.3793,47.514259,11.481,0,0,0,0,NEGATIVE
10396893,5731,1.07,288.39398,47.572601,13.683,0,0,0,0,NEGATIVE
10396907,6160,1.017,288.40125,47.577881,13.51,0,0,0,0,NEGATIVE
10396908,6220,1.068,288.40149,47.522751,13.846,0,0,0,0,NEGATIVE
10396917,5715,0.929,288.40363,47.586731,12.539,0,0,0,0,NEGATIVE
10396941,5220,0.808,288.42087,47.569069,13.518,0,0,0,0,NEGATIVE
10396950,5970,0.924,288.42441,47.587978,14.05,0,0,0,0,NEGATIVE
10396958,6110,1.088,288.4285,47.541271,11.465,0,0,0,0,NEGATIVE
10396960,5780,1.0,288.43057,47.534565,9.47,0,0,0,0,NEGATIVE
10397036,6168,1.116,288.47141,47.55397,12.592,0,0,0,0,NEGATIVE
10397044,5696,0.958,288.47827,47.51506,13.748,0,0,0,0,NEGATIVE
10397078,5973,0.925,288.49588,47.59293,14.343,0,0,0,0,NEGATIVE
10397089,5135,0.581,288.50006,47.599831,14.26,0,0,0,0,NEGATIVE
10397181,5209,0.721,288.54724,47.533169,13.922,0,0,0,0,NEGATIVE
10397249,5853,0.944,288.58548,47.559422,11.822,0,0,0,0,NEGATIVE
10397255,4863,0.688,288.58826,47.56971,13.555,0,0,0,0,NEGATIVE
10397283,6588,1.257,288.60065,47.575771,12.982,0,0,0,0,NEGATIVE
10397291,5341,0.753,288.60492,47.561539,13.222,0,0,0,0,NEGATIVE
10397315,5985,0.929,288.61859,47.557201,12.875,0,0,0,0,NEGATIVE
10397354,5922,0.907,288.63553,47.512409,12.544,0,0,0,0,NEGATIVE
10397405,6513,1.4,288.66388,47.58646,12.913,0,0,0,0,NEGATIVE
10397453,5869,0.892,288.68527,47.51786,13.664,0,0,0,0,NEGATIVE
10397472,5915,0.939,288.6929,47.549728,12.14,0,0,0,0,NEGATIVE
10397476,6207,1.04,288.69348,47.59639,14.129,0,0,0,0,NEGATIVE
10397497,4866,0.688,288.70929,47.559738,13.68,0,0,0,0,NEGATIVE
10397510,5912,0.905,288.71664,47.532379,13.254,0,0,0,0,NEGATIVE
10397527,5419,0.925,288.72614,47.53019,13.811,0,0,0,0,NEGATIVE
10397539,6394,1.188,288.7323,47.52618,11.908,0,0,0,0,NEGATIVE
10397555,5240,2.509,288.74017,47.592312,11.042,0,0,0,0,NEGATIVE
10397559,5275,0.831,288.74265,47.523602,12.043,0,0,0,0,NEGATIVE
10397567,5369,0.882,288.74603,47.517059,10.056,0,0,0,0,NEGATIVE
10397616,6038,0.948,288.76953,47.50531,13.149,0,0,0,0,NEGATIVE
10397623,5007,4.643,288.77344,47.59454,11.148,0,0,0,0,NEGATIVE
10397646,5780,1.0,288.78897,47.530209,7.619,0,0,0,0,NEGATIVE
10397669,4168,0.54,288.80078,47.578838,11.023,0,0,0,0,NEGATIVE
10397709,5188,1.735,288.81308,47.557789,13.236,0,0,0,0,NEGATIVE
10397722,5526,0.981,288.81674,47.572498,13.074,0,0,0,0,NEGATIVE
10397736,5780,1.0,288.82278,47.525505,13.941,0,0,0,0,NEGATIVE
10397797,5362,0.881,288.86243,47.597569,13.005,0,0,0,0,NEGATIVE
10397849,5091,5.544,288.88742,47.573292,11.185,0,0,0,0,NEGATIVE
10397876,5877,0.897,288.90259,47.573669,13.926,0,0,0,0,NEGATIVE
10426081,5810,0.873,298.95612,47.52187,13.996,0,0,0,0,NEGATIVE
10426089,6030,1.1,298.95804,47.56736,13.112,0,0,0,0,NEGATIVE
10426116,3871,0.5,298.96622,47.551289,12.379,0,0,0,0,NEGATIVE
10426191,5721,0.84,298.98267,47.52879,14.154,0,0,0,0,NEGATIVE
10426250,4998,1.976,298.99997,47.505112,12.777,0,0,0,0,NEGATIVE
10426282,5564,0.882,299.00919,47.562222,13.263,0,0,0,0,NEGATIVE
10426296,5849,0.886,299.01376,47.577438,13.931,0,0,0,0,NEGATIVE
10426331,4711,40.137,299.02194,47.54409,8.23,0,0,0,0,NEGATIVE
10426383,6236,1.395,299.0426,47.552681,12.488,0,0,0,0,NEGATIVE
10426386,5379,3.454,299.04367,47.59742,11.205,0,0,0,0,NEGATIVE
10426420,5265,0.782,299.05844,47.590889,11.436,0,0,0,0,NEGATIVE
10426426,4887,4.861,299.06152,47.580009,10.752,0,0,0,0,NEGATIVE
10426470,5497,0.838,299.07285,47.579029,13.01,0,0,0,0,NEGATIVE
10426542,5972,0.924,299.09753,47.567211,13.626,0,0,0,0,NEGATIVE
10426543,5935,0.911,299.09772,47.596821,13.413,0,0,0,0,NEGATIVE
10426632,5780,1.0,299.12103,47.524551,12.246,0,0,0,0,NEGATIVE
10426654,5661,2.033,299.12714,47.557331,12.115,0,0,0,0,NEGATIVE
10426691,6151,0.992,299.13458,47.54974,13.898,0,0,0,0,NEGATIVE
10426705,4148,0.537,299.13678,47.586941,11.953,0,0,0,0,NEGATIVE
10426723,5775,0.976,299.14075,47.555019,13.08,0,0,0,0,NEGATIVE
10426739,4298,0.561,299.14532,47.57756,12.553,0,0,0,0,NEGATIVE
10426752,5968,0.936,299.14859,47.541431,10.186,0,0,0,0,NEGATIVE
10426782,6358,1.088,299.15399,47.57061,13.532,0,0,0,0,NEGATIVE
10426854,5055,16.313,299.17374,47.558231,7.746,0,0,0,0,NEGATIVE
10426889,5328,0.779,299.18079,47.501629,13.691,0,0,0,0,NEGATIVE
10426891,6442,1.126,299.18127,47.507931,13.966,0,0,0,0,NEGATIVE
10426976,5514,0.936,299.21024,47.582352,12.1,0,0,0,0,NEGATIVE
10426993,5795,1.124,299.21436,47.590271,12.451,0,0,0,0,NEGATIVE
10427013,5905,0.942,299.21805,47.515942,13.827,0,0,0,0,NEGATIVE
10427034,6005,1.159,299.22287,47.570591,12.452,0,0,0,0,NEGATIVE
10427093,6954,2.175,299.24161,47.578548,11.949,0,0,0,0,NEGATIVE
10427100,6061,1.001,299.24329,47.513828,13.36,0,0,0,0,NEGATIVE
10427181,5179,0.79,299.26437,47.544601,12.728,0,0,0,0,NEGATIVE
10427188,6742,1.693,299.26761,47.522701,12.088,0,0,0,0,NEGATIVE
10427193,5078,14.166,299.26917,47.528461,9.632,0,0,0,0,NEGATIVE
10427233,5482,2.728,299.28201,47.567181,11.106,0,0,0,0,NEGATIVE
10427247,6042,0.952,299.28906,47.512081,14.091,0,0,0,0,NEGATIVE
10427256,5166,9.421,299.29083,47.57827,10.738,0,0,0,0,NEGATIVE
10427272,5592,0.981,299.29489,47.596371,13.651,0,0,0,0,NEGATIVE
10427298,5297,0.84,299.30225,47.504318,13.862,0,0,0,0,NEGATIVE
10427307,6226,1.578,299.30463,47.551449,11.826,0,0,0,0,NEGATIVE
10427308,3965,0.511,299.30472,47.500992,12.553,0,0,0,0,NEGATIVE
10427325,5776,1.209,299.30807,47.510571,12.997,0,0,0,0,NEGATIVE
10427487,5780,1.0,299.35715,47.571068,9.581,0,0,0,0,NEGATIVE
10427522,6325,3.724,299.36859,47.523312,10.047,0,0,0,0,NEGATIVE
10427567,5524,0.99,299.38254,47.545238,13.579,0,0,0,0,NEGATIVE
10427580,5780,1.0,299.38522,47.516342,11.838,0,0,0,0,NEGATIVE
10471113,6160,1.067,292.16614,47.612251,13.772,0,0,0,0,NEGATIVE
10471148,5009,9.634,292.18243,47.690781,8.858,0,0,0,0,NEGATIVE
10471167,5780,1.0,292.19189,47.690102,13.329,0,0,0,0,NEGATIVE
10471174,5397,0.853,292.19583,47.661518,14.081,0,0,0,0,NEGATIVE
10471204,5688,0.842,292.20523,47.6483,14.066,0,0,0,0,NEGATIVE
10471226,5203,3.897,292.21466,47.642139,11.608,0,0,0,0,NEGATIVE
10471235,5862,0.901,292.21823,47.659039,11.078,0,0,0,0,NEGATIVE
10471241,4985,0.722,292.22034,47.69059,10.938,0,0,0,0,NEGATIVE
10471243,5666,0.835,292.22083,47.635689,13.738,0,0,0,0,NEGATIVE
10471264,4678,0.827,292.23215,47.629951,14.673,0,0,0,0,NEGATIVE
10471270,5877,0.892,292.23398,47.603951,14.044,0,0,0,0,NEGATIVE
10471296,5606,0.82,292.24588,47.63343,12.974,0,0,0,0,NEGATIVE
10471328,5244,0.818,292.25687,47.644691,14.051,0,0,0,0,NEGATIVE
10471345,5712,0.848,292.26321,47.643478,14.042,0,0,0,0,NEGATIVE
10471377,6579,2.058,292.27502,47.644588,11.712,0,0,0,0,NEGATIVE
10471412,6073,1.58,292.2872,47.622211,11.897,0,0,0,0,NEGATIVE
10471416,5676,0.943,292.29178,47.682678,12.889,0,0,0,0,NEGATIVE
10471434,5780,1.0,292.30197,47.674698,13.708,0,0,0,0,NEGATIVE
10471463,5780,1.0,292.31339,47.680695,11.814,0,0,0,0,NEGATIVE
10471508,5374,1.582,292.33444,47.698372,10.926,0,0,0,0,NEGATIVE
10471592,5780,1.0,292.37051,47.693134,14.465,0,0,0,0,NEGATIVE
10471599,6476,1.945,292.37274,47.63472,11.88,0,0,0,0,NEGATIVE
10471601,6637,1.868,292.37326,47.67659,12.266,0,0,0,0,NEGATIVE
10471621,4575,0.61,292.37979,47.644611,13.038,0,0,0,0,NEGATIVE
10471627,6802,1.785,292.38428,47.60107,11.745,0,0,0,0,NEGATIVE
10471628,5110,14.096,292.38467,47.624779,10.471,0,0,0,0,NEGATIVE
10471674,4506,0.601,292.40875,47.62315,13.225,0,0,0,0,NEGATIVE
10471681,3883,0.501,292.41226,47.601551,12.098,0,0,0,0,NEGATIVE
10471780,4395,51.083,292.45627,47.673519,8.611,0,0,0,0,NEGATIVE
10471825,7345,3.462,292.47748,47.661469,12.069,0,0,0,0,NEGATIVE
10471832,4168,0.54,292.47919,47.60535,11.07,0,0,0,0,NEGATIVE
10471844,4615,0.625,292.48694,47.663231,13.174,0,0,0,0,NEGATIVE
10471880,5797,1.036,292.49762,47.601509,13.235,0,0,0,0,NEGATIVE
10471914,7519,2.294,292.51257,47.605179,9.886,0,0,0,0,NEGATIVE
10471960,3979,0.513,292.53622,47.60202,12.15,0,0,0,0,NEGATIVE
10471973,5780,1.0,292.53922,47.685509,10.968,0,0,0,0,NEGATIVE
10472035,6370,1.499,292.56284,47.609581,13.755,0,0,0,0,NEGATIVE
10472091,5488,10.083,292.58862,47.678879,11.201,0,0,0,0,NEGATIVE
10472112,5119,0.737,292.59674,47.630539,13.469,0,0,0,0,NEGATIVE
10472119,5098,1.064,292.59949,47.675381,13.497,0,0,0,0,NEGATIVE
10472121,5975,1.044,292.60001,47.614269,13.645,0,0,0,0,NEGATIVE
10472135,6024,1.501,292.60297,47.659821,11.008,0,0,0,0,NEGATIVE
10472137,5426,1.541,292.60324,47.668152,11.967,0,0,0,0,NEGATIVE
10472188,5657,0.987,292.62161,47.670071,12.79,0,0,0,0,NEGATIVE
10472210,5181,0.821,292.63318,47.684231,13.206,0,0,0,0,NEGATIVE
10472211,6208,1.408,292.63348,47.638439,11.161,0,0,0,0,NEGATIVE
10472255,6033,0.95,292.65701,47.643349,13.832,0,0,0,0,NEGATIVE
10472288,5898,0.933,292.67105,47.625389,11.837,0,0,0,0,NEGATIVE
10472290,5540,0.758,292.67221,47.641602,13.608,0,0,0,0,NEGATIVE
10515142,5875,0.892,281.79449,47.738281,12.885,0,0,0,0,NEGATIVE
10515183,4877,0.691,281.81534,47.739811,13.027,0,0,0,0,NEGATIVE
10515196,5457,0.79,281.82376,47.734638,13.302,0,0,0,0,NEGATIVE
10515199,5031,0.737,281.82474,47.78878,12.644,0,0,0,0,NEGATIVE
10515200,5808,0.873,281.82523,47.7467,13.524,0,0,0,0,NEGATIVE
10515210,6018,0.942,281.83307,47.795769,12.193,0,0,0,0,NEGATIVE
10515223,5993,0.932,281.84274,47.76601,12.267,0,0,0,0,NEGATIVE
10515235,5953,0.931,281.85004,47.797138,13.895,0,0,0,0,NEGATIVE
10515276,4012,0.517,281.87256,47.773998,12.068,0,0,0,0,NEGATIVE
10515281,6494,1.268,281.87439,47.73378,10.787,0,0,0,0,NEGATIVE
10515282,5593,1.086,281.87573,47.782742,11.501,0,0,0,0,NEGATIVE
10515346,6139,1.072,281.92453,47.762569,13.923,0,0,0,0,NEGATIVE
10515373,6235,1.183,281.94037,47.712471,11.559,0,0,0,0,NEGATIVE
10515423,5780,0.866,281.97281,47.753551,12.912,0,0,0,0,NEGATIVE
10515431,3730,0.504,281.97891,47.706402,12.793,0,0,0,0,NEGATIVE
10515440,6088,1.035,281.98328,47.797588,13.266,0,0,0,0,NEGATIVE
10515461,6007,0.937,282.00021,47.708302,12.625,0,0,0,0,NEGATIVE
10515478,5780,1.0,282.00482,47.731873,9.932,0,0,0,0,NEGATIVE
10515497,5836,0.958,282.01151,47.7267,11.914,0,0,0,0,NEGATIVE
10515505,5320,0.859,282.01443,47.765499,13.173,0,0,0,0,NEGATIVE
10515528,5780,1.0,282.02527,47.779854,11.021,0,0,0,0,NEGATIVE
10515564,5382,0.77,282.05078,47.743992,12.968,0,0,0,0,NEGATIVE
10515590,5677,1.302,282.06311,47.77916,10.673,0,0,0,0,NEGATIVE
10515602,5311,0.85,282.07361,47.771019,13.301,0,0,0,0,NEGATIVE
10515619,5483,0.842,282.08807,47.740269,12.631,0,0,0,0,NEGATIVE
10515637,6413,1.162,282.09961,47.773861,12.661,0,0,0,0,NEGATIVE
10515651,5194,13.825,282.10956,47.78727,10.708,0,0,0,0,NEGATIVE
10515652,6639,1.677,282.11121,47.738991,13.077,0,0,0,0,NEGATIVE
10515725,5118,0.717,282.16254,47.76366,13.928,0,0,0,0,NEGATIVE
10515762,5014,0.728,282.18698,47.70982,13.076,0,0,0,0,NEGATIVE
10515770,5780,1.0,282.19208,47.795692,12.399,0,0,0,0,NEGATIVE
10515836,5438,0.828,282.23502,47.760349,13.624,0,0,0,0,NEGATIVE
10515886,5357,0.757,282.26227,47.730671,13.711,0,0,0,0,NEGATIVE
10515921,5441,0.783,282.28271,47.736172,12.542,0,0,0,0,NEGATIVE
10515924,4586,0.619,282.28375,47.71701,13.512,0,0,0,0,NEGATIVE
10515929,5101,7.207,282.28806,47.766479,11.056,0,0,0,0,NEGATIVE
10515934,5074,0.75,282.29016,47.725788,11.735,0,0,0,0,NEGATIVE
10515951,5283,0.74,282.29916,47.762611,11.949,0,0,0,0,NEGATIVE
10515953,5242,0.731,282.30048,47.701729,12.571,0,0,0,0,NEGATIVE
10515966,5762,16.544,282.31424,47.75,9.017,0,0,0,0,NEGATIVE
10515969,6150,1.215,282.31946,47.732491,12.8,0,0,0,0,NEGATIVE
10515986,3827,0.495,282.33035,47.724991,12.103,0,0,0,0,NEGATIVE
10515995,4614,0.625,282.33344,47.726551,12.47,0,0,0,0,NEGATIVE
10516011,4460,0.592,282.34256,47.72662,12.864,0,0,0,0,NEGATIVE
10516020,5672,0.837,282.3522,47.718819,14.12,0,0,0,0,NEGATIVE
10516021,5051,0.743,282.35358,47.742161,12.671,0,0,0,0,NEGATIVE
10516029,5483,1.485,282.3616,47.71349,10.107,0,0,0,0,NEGATIVE
